scenario,scenario_label,signal,index,time,data
default,default parameter values,x1,0,0.0,2.0
default,default parameter values,x1,1,2.523829377920773e-05,1.9999999993630446
default,default parameter values,x1,2,0.00015142976267524638,1.999999977072499
default,default parameter values,x1,3,0.0007823871071554395,1.999999388349087
default,default parameter values,x1,4,0.003937173829556406,1.9999845595334582
default,default parameter values,x1,5,0.019711107441561234,1.9996190298114713
default,default parameter values,x1,6,0.06001804348673466,1.996605370765937
default,default parameter values,x1,7,0.10963249543673825,1.9892023936026086
default,default parameter values,x1,8,0.1655931262992249,1.976624025476833
default,default parameter values,x1,9,0.22709525245242995,1.958409194216386
default,default parameter values,x1,10,0.2941936368246529,1.9341252172862085
default,default parameter values,x1,11,0.36744812812928723,1.9032040455588095
default,default parameter values,x1,12,0.44785576964467433,1.8647995216906395
default,default parameter values,x1,13,0.5369347215232937,1.8175965999624761
default,default parameter values,x1,14,0.6369802534446132,1.7594768672563221
default,default parameter values,x1,15,0.7516723589200315,1.6868097135222242
default,default parameter values,x1,16,0.887736819284571,1.5925801323678572
default,default parameter values,x1,17,1.0,1.5081442106656047
default,default parameter values,x1,18,1.3194004887630766,1.2298261923615375
default,default parameter values,x1,19,1.58678955037287,0.9396243577059012
default,default parameter values,x1,20,1.7573006946233027,0.715719751850306
default,default parameter values,x1,21,1.9278118388737355,0.45065298302698426
default,default parameter values,x1,22,2.0,0.3233163628094784
default,default parameter values,x1,23,2.1528238833644875,0.019181492739479777
default,default parameter values,x1,24,2.299072251479771,-0.3184662375231633
default,default parameter values,x1,25,2.4292292691539226,-0.6521605233968584
default,default parameter values,x1,26,2.5505193571212317,-0.9758306543209694
default,default parameter values,x1,27,2.6487779705811256,-1.2299443465397872
default,default parameter values,x1,28,2.7347484363441117,-1.433093680787922
default,default parameter values,x1,29,2.8224707492881946,-1.6119230899929335
default,default parameter values,x1,30,2.9308691185606843,-1.7846817344160428
default,default parameter values,x1,31,3.0,-1.8660742642563402
default,default parameter values,x1,32,3.0884878669247113,-1.9399719000900717
default,default parameter values,x1,33,3.185967644074568,-1.9875756452856645
default,default parameter values,x1,34,3.2781141740081994,-2.0064993984464903
default,default parameter values,x1,35,3.3702607039418306,-2.005973470428064
default,default parameter values,x1,36,3.4607954910405603,-1.991081708606451
default,default parameter values,x1,37,3.5539674918363766,-1.9644871579750287
default,default parameter values,x1,38,3.652802805774346,-1.9267362870916473
default,default parameter values,x1,39,3.7600421879800527,-1.877164663339779
default,default parameter values,x1,40,3.878972335408533,-1.813826721451629
default,default parameter values,x1,41,4.0,-1.7417676861864453
default,default parameter values,x1,42,4.158729017596854,-1.6367634319004765
default,default parameter values,x1,43,4.354509593300414,-1.4909088578000418
default,default parameter values,x1,44,4.628330680011835,-1.2521699301816411
default,default parameter values,x1,45,4.889154054133819,-0.9748330430181958
default,default parameter values,x1,46,5.0,-0.8370759636355181
default,default parameter values,x1,47,5.2099455563165895,-0.53240241570565
default,default parameter values,x1,48,5.388460792254897,-0.21565925636389716
default,default parameter values,x1,49,5.549006945824036,0.1247286097878908
default,default parameter values,x1,50,5.685654647297693,0.45685728777706547
default,default parameter values,x1,51,5.819954383972289,0.8104437080369764
default,default parameter values,x1,52,5.931188364581056,1.105484797777494
default,default parameter values,x1,53,6.0,1.2790455831128917
default,default parameter values,x1,54,6.085656970097519,1.4759241006670267
default,default parameter values,x1,55,6.175522875231746,1.6511737302335212
default,default parameter values,x1,56,6.259556445877628,1.7813626943873717
default,default parameter values,x1,57,6.34359001652351,1.87851337742619
default,default parameter values,x1,58,6.431035249644939,1.9473833971842325
default,default parameter values,x1,59,6.532519086227082,1.9925326472198128
default,default parameter values,x1,60,6.64633453939299,2.008585052231206
default,default parameter values,x1,61,6.73799650381081,2.001726880484092
default,default parameter values,x1,62,6.829247730469101,1.981929050952604
default,default parameter values,x1,63,6.924518457904949,1.9507819783309075
default,default parameter values,x1,64,7.0,1.9201517968099069
default,default parameter values,x1,65,7.111523540337659,1.867239847850153
default,default parameter values,x1,66,7.232844420452723,1.801193111674566
default,default parameter values,x1,67,7.3719185967669265,1.7162702196570463
default,default parameter values,x1,68,7.537253312234822,1.6035463458943013
default,default parameter values,x1,69,7.747554440689242,1.4412003473661588
default,default parameter values,x1,70,8.0,1.2132306316502766
default,default parameter values,x1,71,8.248223064235008,0.9420234416191045
default,default parameter values,x1,72,8.471191712868011,0.6417966608446379
default,default parameter values,x1,73,8.66247046427606,0.32458555033779357
default,default parameter values,x1,74,8.826771048798483,-0.004304394212467366
default,default parameter values,x1,75,8.972134166983135,-0.3431822016296139
default,default parameter values,x1,76,9.0,-0.4129212351099924
default,default parameter values,x1,77,9.112782550842661,-0.7067363366146173
default,default parameter values,x1,78,9.225723601539439,-1.0082582144122663
default,default parameter values,x1,79,9.320941986378383,-1.2528254810044612
default,default parameter values,x1,80,9.406620007361411,-1.4528432495437533
default,default parameter values,x1,81,9.495264763455811,-1.630064902329587
default,default parameter values,x1,82,9.58161852156362,-1.7682318057088284
default,default parameter values,x1,83,9.667972279671428,-1.8713892380555626
default,default parameter values,x1,84,9.754800361552158,-1.9424214004473686
default,default parameter values,x1,85,9.853904066676447,-1.9894503312867873
default,default parameter values,x1,86,9.945959965470134,-2.0071738964791574
default,default parameter values,x1,87,10.0,-2.0083409608735248
default,default parameter values,x1,88,10.09170376573654,-1.9979976258604162
default,default parameter values,x1,89,10.183615774562849,-1.9753709551080558
default,default parameter values,x1,90,10.28028975496848,-1.9415081018756102
default,default parameter values,x1,91,10.384392927899745,-1.896161292147091
default,default parameter values,x1,92,10.498960837891193,-1.837868243291732
default,default parameter values,x1,93,10.628061548469656,-1.763527321849989
default,default parameter values,x1,94,10.778113413149912,-1.6670066208418892
default,default parameter values,x1,95,10.9617769970593,-1.5345852448381596
default,default parameter values,x1,96,11.0,-1.5049721433251906
default,default parameter values,x1,97,11.191115014703502,-1.345110825475066
default,default parameter values,x1,98,11.464432392781417,-1.075042156237823
default,default parameter values,x1,99,11.697992262308324,-0.7909592710805783
default,default parameter values,x1,100,11.913280733033355,-0.46648255300844704
default,default parameter values,x1,101,12.0,-0.31376424771191586
default,default parameter values,x1,102,12.164131427729451,0.0167874195183359
default,default parameter values,x1,103,12.308429389937372,0.3547297343525549
default,default parameter values,x1,104,12.438773285791758,0.6916928046239244
default,default parameter values,x1,105,12.557315241269603,1.0081235960505515
default,default parameter values,x1,106,12.653103858531841,1.2541064732317224
default,default parameter values,x1,107,12.738771809805726,1.4539553146478847
default,default parameter values,x1,108,12.82747061257181,1.6310801128501293
default,default parameter values,x1,109,12.913713499195783,1.7688628255985468
default,default parameter values,x1,110,13.0,1.8717740934279379
default,default parameter values,x1,111,13.086850977980875,1.9426850756880785
default,default parameter values,x1,112,13.186071499758787,1.9896162690034576
default,default parameter values,x1,113,13.278106932030928,2.007213836524699
default,default parameter values,x1,114,13.370142364303069,2.0057135345029296
default,default parameter values,x1,115,13.460844664808103,1.9900626217845294
default,default parameter values,x1,116,13.55440629970632,1.9627529695831298
default,default parameter values,x1,117,13.65381001881123,1.9242508752448508
default,default parameter values,x1,118,13.761822017684668,1.8738182428893884
default,default parameter values,x1,119,13.88179897882127,1.809407214479611
default,default parameter values,x1,120,14.0,1.7386399400648402
default,default parameter values,x1,121,14.16072025918433,1.6318534068586312
default,default parameter values,x1,122,14.358968580332185,1.4833437529623414
default,default parameter values,x1,123,14.640321968818638,1.2357200006580498
default,default parameter values,x1,124,14.898221314488062,0.9580207897463288
default,default parameter values,x1,125,15.0,0.8304334155533012
default,default parameter values,x1,126,15.209406451030294,0.5250780661739081
default,default parameter values,x1,127,15.387537778051401,0.20754768130934376
default,default parameter values,x1,128,15.548224316358118,-0.13459846086493987
default,default parameter values,x1,129,15.6843796711025,-0.46658811878293727
default,default parameter values,x1,130,15.819482505153418,-0.8227862862899553
default,default parameter values,x1,131,15.930093245615188,-1.1158098792927167
default,default parameter values,x1,132,16.0,-1.2913981666538459
default,default parameter values,x1,133,16.08569556249982,-1.4868439758088103
default,default parameter values,x1,134,16.176267796097676,-1.6612838203603437
default,default parameter values,x1,135,16.260572978907184,-1.7895138186982062
default,default parameter values,x1,136,16.344878161716693,-1.8845971457825723
default,default parameter values,x1,137,16.432683937374925,-1.9514610455483972
default,default parameter values,x1,138,16.536235055677114,-1.9949539582671116
default,default parameter values,x1,139,16.646076862648307,-2.008620082376802
default,default parameter values,x1,140,16.737433169348805,-2.0010291943904437
default,default parameter values,x1,141,16.82881819361536,-1.9806412479889441
default,default parameter values,x1,142,16.924365378837937,-1.948936041235862
default,default parameter values,x1,143,17.0,-1.9179347941312226
default,default parameter values,x1,144,17.112083069078448,-1.8643593314556437
default,default parameter values,x1,145,17.234119825220226,-1.7975244051100558
default,default parameter values,x1,146,17.374234141570057,-1.7115045962527689
default,default parameter values,x1,147,17.541226651393853,-1.5970136300508246
default,default parameter values,x1,148,17.75409858765732,-1.4315632682515522
default,default parameter values,x1,149,18.0,-1.2082116013884683
default,default parameter values,x1,150,18.246445600873717,-0.9380284575024795
default,default parameter values,x1,151,18.46909429023305,-0.6373331958244384
default,default parameter values,x1,152,18.659805684254664,-0.32016947060033707
default,default parameter values,x1,153,18.823909359313134,0.009120888951744732
default,default parameter values,x1,154,18.968844632237076,0.3476008589636325
default,default parameter values,x1,155,19.0,0.42575855457930656
default,default parameter values,x1,156,19.11262903957021,0.7198436071470473
default,default parameter values,x1,157,19.22470741712351,1.01897321160839
default,default parameter values,x1,158,19.319194237389976,1.261011774222645
default,default parameter values,x1,159,19.404782906585226,1.4598888172018911
default,default parameter values,x1,160,19.493783456412316,1.6365094651951329
default,default parameter values,x1,161,19.579438902299206,1.7722474145983766
default,default parameter values,x1,162,19.665094348186095,1.8735711839794535
default,default parameter values,x1,163,19.752095887773578,1.9439408771329023
default,default parameter values,x1,164,19.851880967701213,1.9904013877851399
default,default parameter values,x1,165,19.94382043608182,2.00739658029344
default,default parameter values,x1,166,20.0,2.0081498347788647
default,default parameter values,x2,0,0.0,0.0
default,default parameter values,x2,1,2.523829377920773e-05,-5.047467668686642e-05
default,default parameter values,x2,2,0.00015142976267524638,-0.0003027907416913704
default,default parameter values,x2,3,0.0007823871071554395,-0.0015629391027730927
default,default parameter values,x2,4,0.003937173829556406,-0.007828006452428492
default,default parameter values,x2,5,0.019711107441561234,-0.03827707914663259
default,default parameter values,x2,6,0.06001804348673466,-0.10980630863429942
default,default parameter values,x2,7,0.10963249543673825,-0.18669970270959085
default,default parameter values,x2,8,0.1655931262992249,-0.2608048614504298
default,default parameter values,x2,9,0.22709525245242995,-0.3295354710152879
default,default parameter values,x2,10,0.2941936368246529,-0.3924465921181134
default,default parameter values,x2,11,0.36744812812928723,-0.4501125669941781
default,default parameter values,x2,12,0.44785576964467433,-0.5037139418141272
default,default parameter values,x2,13,0.5369347215232937,-0.5549355426465271
default,default parameter values,x2,14,0.6369802534446132,-0.6060995582017004
default,default parameter values,x2,15,0.7516723589200315,-0.6606604431087753
default,default parameter values,x2,16,0.887736819284571,-0.7246775499366382
default,default parameter values,x2,17,1.0,-0.7802180730665799
default,default parameter values,x2,18,1.3194004887630766,-0.9740316661083944
default,default parameter values,x2,19,1.58678955037287,-1.2121946848703975
default,default parameter values,x2,20,1.7573006946233027,-1.4234185078704888
default,default parameter values,x2,21,1.9278118388737355,-1.6968846206451884
default,default parameter values,x2,22,2.0,-1.8329744337517213
default,default parameter values,x2,23,2.1528238833644875,-2.1526405588110458
default,default parameter values,x2,24,2.299072251479771,-2.458182198303492
default,default parameter values,x2,25,2.4292292691539226,-2.6472881366211443
default,default parameter values,x2,26,2.5505193571212317,-2.654955051766676
default,default parameter values,x2,27,2.6487779705811256,-2.4901069490688768
default,default parameter values,x2,28,2.7347484363441117,-2.2177459530716916
default,default parameter values,x2,29,2.8224707492881946,-1.8477703144826427
default,default parameter values,x2,30,2.9308691185606843,-1.3372272750006362
default,default parameter values,x2,31,3.0,-1.021058553154214
default,default parameter values,x2,32,3.0884878669247113,-0.6586714644566984
default,default parameter values,x2,33,3.185967644074568,-0.33099893774221717
default,default parameter values,x2,34,3.2781141740081994,-0.09026066152650103
default,default parameter values,x2,35,3.3702607039418306,0.09314598377157349
default,default parameter values,x2,36,3.4607954910405603,0.2295875690020346
default,default parameter values,x2,37,3.5539674918363766,0.3365039301397962
default,default parameter values,x2,38,3.652802805774346,0.42371407461586913
default,default parameter values,x2,39,3.7600421879800527,0.49798948944262933
default,default parameter values,x2,40,3.878972335408533,0.5651505913190192
default,default parameter values,x2,41,4.0,0.6246665315982727
default,default parameter values,x2,42,4.158729017596854,0.6982218887837333
default,default parameter values,x2,43,4.354509593300414,0.7935910474250991
default,default parameter values,x2,44,4.628330680011835,0.9586834357000356
default,default parameter values,x2,45,4.889154054133819,1.1820660574718258
default,default parameter values,x2,46,5.0,1.307089997784279
default,default parameter values,x2,47,5.2099455563165895,1.6114298497238193
default,default parameter values,x2,48,5.388460792254897,1.9488804671581734
default,default parameter values,x2,49,5.549006945824036,2.293320413055815
default,default parameter values,x2,50,5.685654647297693,2.554984689124649
default,default parameter values,x2,51,5.819954383972289,2.678007590873067
default,default parameter values,x2,52,5.931188364581056,2.5935069216028435
default,default parameter values,x2,53,6.0,2.4378128262477903
default,default parameter values,x2,54,6.085656970097519,2.142312988784892
default,default parameter values,x2,55,6.175522875231746,1.7479075446627648
default,default parameter values,x2,56,6.259556445877628,1.3499721297902783
default,default parameter values,x2,57,6.34359001652351,0.9677190666999462
default,default parameter values,x2,58,6.431035249644939,0.6170390917088353
default,default parameter values,x2,59,6.532519086227082,0.2867658543556058
default,default parameter values,x2,60,6.64633453939299,0.010579035985944008
default,default parameter values,x2,61,6.73799650381081,-0.1526156364175074
default,default parameter values,x2,62,6.829247730469101,-0.2757094847579058
default,default parameter values,x2,63,6.924518457904949,-0.37383250550419
default,default parameter values,x2,64,7.0,-0.43584009505410765
default,default parameter values,x2,65,7.111523540337659,-0.5102617325538621
default,default parameter values,x2,66,7.232844420452723,-0.5766902484647891
default,default parameter values,x2,67,7.3719185967669265,-0.6435857724361796
default,default parameter values,x2,68,7.537253312234822,-0.720217412738315
default,default parameter values,x2,69,7.747554440689242,-0.826497990496709
default,default parameter values,x2,70,8.0,-0.98781519461727
default,default parameter values,x2,71,8.248223064235008,-1.2110471699969492
default,default parameter values,x2,72,8.471191712868011,-1.4985000705669496
default,default parameter values,x2,73,8.66247046427606,-1.8324338342241715
default,default parameter values,x2,74,8.826771048798483,-2.177013581094639
default,default parameter values,x2,75,8.972134166983135,-2.47769538189115
default,default parameter values,x2,76,9.0,-2.526907291043835
default,default parameter values,x2,77,9.112782550842661,-2.663532022727255
default,default parameter values,x2,78,9.225723601539439,-2.6441947172450413
default,default parameter values,x2,79,9.320941986378383,-2.4671735533654426
default,default parameter values,x2,80,9.406620007361411,-2.1843781301808627
default,default parameter values,x2,81,9.495264763455811,-1.8031504508458398
default,default parameter values,x2,82,9.58161852156362,-1.395213064317768
default,default parameter values,x2,83,9.667972279671428,-0.9992576047641064
default,default parameter values,x2,84,9.754800361552158,-0.6461716359859024
default,default parameter values,x2,85,9.853904066676447,-0.31632794489444144
default,default parameter values,x2,86,9.945959965470134,-0.0791523782773681
default,default parameter values,x2,87,10.0,0.03291164576748025
default,default parameter values,x2,88,10.09170376573654,0.185555489145588
default,default parameter values,x2,89,10.183615774562849,0.30155745267380646
default,default parameter values,x2,90,10.28028975496848,0.39493942511459634
default,default parameter values,x2,91,10.384392927899745,0.47314218605498387
default,default parameter values,x2,92,10.498960837891193,0.5421995034819812
default,default parameter values,x2,93,10.628061548469656,0.6080174706911293
default,default parameter values,x2,94,10.778113413149912,0.6779958381693366
default,default parameter values,x2,95,10.9617769970593,0.76514001045483
default,default parameter values,x2,96,11.0,0.7844456152850365
default,default parameter values,x2,97,11.191115014703502,0.8920027891914712
default,default parameter values,x2,98,11.464432392781417,1.0969787075860111
default,default parameter values,x2,99,11.697992262308324,1.3509227149835792
default,default parameter values,x2,100,11.913280733033355,1.68092034224415
default,default parameter values,x2,101,12.0,1.844032131794857
default,default parameter values,x2,102,12.164131427729451,2.189435319562932
default,default parameter values,x2,103,12.308429389937372,2.4862136343379655
default,default parameter values,x2,104,12.438773285791758,2.659796037754649
default,default parameter values,x2,105,12.557315241269603,2.644249250018594
default,default parameter values,x2,106,12.653103858531841,2.4657919266615003
default,default parameter values,x2,107,12.738771809805726,2.18240194191613
default,default parameter values,x2,108,12.82747061257181,1.800548919204798
default,default parameter values,x2,109,12.913713499195783,1.3930712142722683
default,default parameter values,x2,110,13.0,0.9975744287186767
default,default parameter values,x2,111,13.086850977980875,0.644648536725019
default,default parameter values,x2,112,13.186071499758787,0.31479365330552117
default,default parameter values,x2,113,13.278106932030928,0.07801978208194943
default,default parameter values,x2,114,13.370142364303069,-0.10223351263935024
default,default parameter values,x2,115,13.460844664808103,-0.23671784685038597
default,default parameter values,x2,116,13.55440629970632,-0.3423421421150693
default,default parameter values,x2,117,13.65381001881123,-0.42867173771089
default,default parameter values,x2,118,13.761822017684668,-0.5024069868079265
default,default parameter values,x2,119,13.88179897882127,-0.5693746598221618
default,default parameter values,x2,120,14.0,-0.6271550793961171
default,default parameter values,x2,121,14.16072025918433,-0.7015735525680654
default,default parameter values,x2,122,14.358968580332185,-0.7986174318969008
default,default parameter values,x2,123,14.640321968818638,-0.970927290897343
default,default parameter values,x2,124,14.898221314488062,-1.196865509412625
default,default parameter values,x2,125,15.0,-1.3133693526889518
default,default parameter values,x2,126,15.209406451030294,-1.619128889397689
default,default parameter values,x2,127,15.387537778051401,-1.9575314778651354
default,default parameter values,x2,128,15.548224316358118,-2.3024911301090443
default,default parameter values,x2,129,15.6843796711025,-2.560908681978172
default,default parameter values,x2,130,15.819482505153418,-2.678380976773385
default,default parameter values,x2,131,15.930093245615188,-2.5866942341459787
default,default parameter values,x2,132,16.0,-2.423256543341036
default,default parameter values,x2,133,16.08569556249982,-2.121710103229213
default,default parameter values,x2,134,16.176267796097676,-1.7206600870440725
default,default parameter values,x2,135,16.260572978907184,-1.321276324308624
default,default parameter values,x2,136,16.344878161716693,-0.9403041877094052
default,default parameter values,x2,137,16.432683937374925,-0.5925243045815958
default,default parameter values,x2,138,16.536235055677114,-0.26204522490467774
default,default parameter values,x2,139,16.646076862648307,-0.000805822135407197
default,default parameter values,x2,140,16.737433169348805,0.15953973888242726
default,default parameter values,x2,141,16.82881819361536,0.28113802485169026
default,default parameter values,x2,142,16.924365378837937,0.3782498425333709
default,default parameter values,x2,143,17.0,0.4396244899109971
default,default parameter values,x2,144,17.112083069078448,0.5136208126075182
default,default parameter values,x2,145,17.234119825220226,0.5799012792067154
default,default parameter values,x2,146,17.374234141570057,0.6470136780953978
default,default parameter values,x2,147,17.541226651393853,0.7244952781943934
default,default parameter values,x2,148,17.75409858765732,0.8329370402625167
default,default parameter values,x2,149,18.0,0.9916180020775736
default,default parameter values,x2,150,18.246445600873717,1.2146092504313994
default,default parameter values,x2,151,18.46909429023305,1.5030406886513843
default,default parameter values,x2,152,18.659805684254664,1.8371675964089746
default,default parameter values,x2,153,18.823909359313134,2.181815729200532
default,default parameter values,x2,154,18.968844632237076,2.4809720692217274
default,default parameter values,x2,155,19.0,2.535360999297319
default,default parameter values,x2,156,19.11262903957021,2.666462974217628
default,default parameter values,x2,157,19.22470741712351,2.639790771613053
default,default parameter values,x2,158,19.319194237389976,2.458249398517127
default,default parameter values,x2,159,19.404782906585226,2.171769806487126
default,default parameter values,x2,160,19.493783456412316,1.7865396662105177
default,default parameter values,x2,161,19.579438902299206,1.3815255963430042
default,default parameter values,x2,162,19.665094348186095,0.9896819566464248
default,default parameter values,x2,163,19.752095887773578,0.6373541576356773
default,default parameter values,x2,164,19.851880967701213,0.3074469321935046
default,default parameter values,x2,165,19.94382043608182,0.0725925231507282
default,default parameter values,x2,166,20.0,-0.04251679830797972
default,default parameter values,u,0,0.0,0.0
default,default parameter values,u,1,1.0,0.0
default,default parameter values,u,2,2.0,0.0
default,default parameter values,u,3,3.0,0.0
default,default parameter values,u,4,4.0,0.0
default,default parameter values,u,5,5.0,0.0
default,default parameter values,u,6,6.0,0.0
default,default parameter values,u,7,7.0,0.0
default,default parameter values,u,8,8.0,0.0
default,default parameter values,u,9,9.0,0.0
default,default parameter values,u,10,10.0,0.0
default,default parameter values,u,11,11.0,0.0
default,default parameter values,u,12,12.0,0.0
default,default parameter values,u,13,13.0,0.0
default,default parameter values,u,14,14.0,0.0
default,default parameter values,u,15,15.0,0.0
default,default parameter values,u,16,16.0,0.0
default,default parameter values,u,17,17.0,0.0
default,default parameter values,u,18,18.0,0.0
default,default parameter values,u,19,19.0,0.0
default,default parameter values,u,20,20.0,0.0
limits,dx2min/dx2max limits,x1,0,0.0,2.0
limits,dx2min/dx2max limits,x1,1,2.523829377920773e-05,1.9999999993630446
limits,dx2min/dx2max limits,x1,2,0.00015142976267524638,1.999999977072499
limits,dx2min/dx2max limits,x1,3,0.0007823871071554395,1.999999388349087
limits,dx2min/dx2max limits,x1,4,0.003937173829556406,1.9999845595334582
limits,dx2min/dx2max limits,x1,5,0.019711107441561234,1.9996190298114713
limits,dx2min/dx2max limits,x1,6,0.06001804348673466,1.996605370765937
limits,dx2min/dx2max limits,x1,7,0.10963249543673825,1.9892023936026086
limits,dx2min/dx2max limits,x1,8,0.1655931262992249,1.976624025476833
limits,dx2min/dx2max limits,x1,9,0.22709525245242995,1.958409194216386
limits,dx2min/dx2max limits,x1,10,0.2941936368246529,1.9341252172862085
limits,dx2min/dx2max limits,x1,11,0.36744812812928723,1.9032040455588095
limits,dx2min/dx2max limits,x1,12,0.44785576964467433,1.8647995216906395
limits,dx2min/dx2max limits,x1,13,0.5369347215232937,1.8175965999624761
limits,dx2min/dx2max limits,x1,14,0.6369802534446132,1.7594768672563221
limits,dx2min/dx2max limits,x1,15,0.7516723589200315,1.6868097135222242
limits,dx2min/dx2max limits,x1,16,0.887736819284571,1.5925801323678572
limits,dx2min/dx2max limits,x1,17,1.0,1.5081442106656047
limits,dx2min/dx2max limits,x1,18,1.3194004887630766,1.2298261923615375
limits,dx2min/dx2max limits,x1,19,1.58678955037287,0.9396243577059012
limits,dx2min/dx2max limits,x1,20,1.7573006946233027,0.715719751850306
limits,dx2min/dx2max limits,x1,21,1.9278118388737355,0.45065298302698426
limits,dx2min/dx2max limits,x1,22,2.0,0.3233163628094784
limits,dx2min/dx2max limits,x1,23,2.1528238833644875,0.019181492739479777
limits,dx2min/dx2max limits,x1,24,2.299072251479771,-0.3184662375231633
limits,dx2min/dx2max limits,x1,25,2.4292292691539226,-0.6521605233968584
limits,dx2min/dx2max limits,x1,26,2.5505193571212317,-0.9758306543209694
limits,dx2min/dx2max limits,x1,27,2.6487779705811256,-1.2299443465397872
limits,dx2min/dx2max limits,x1,28,2.7347484363441117,-1.433093680787922
limits,dx2min/dx2max limits,x1,29,2.754467180297537,-1.4760766459010237
limits,dx2min/dx2max limits,x1,30,2.7544671802975653,-1.4760766459010848
limits,dx2min/dx2max limits,x1,31,2.8421894932416483,-1.6485077246126008
limits,dx2min/dx2max limits,x1,32,3.0,-1.8812121157994488
limits,dx2min/dx2max limits,x1,33,3.120566048265761,-1.991871009947861
limits,dx2min/dx2max limits,x1,34,3.1205660482657893,-1.99187100994788
limits,dx2min/dx2max limits,x1,35,3.199471301644965,-2.0335866331160237
limits,dx2min/dx2max limits,x1,36,3.278376555024141,-2.05498702751087
limits,dx2min/dx2max limits,x1,37,3.3667893286290376,-2.060037557228094
limits,dx2min/dx2max limits,x1,38,3.4515491044613538,-2.05050522178343
limits,dx2min/dx2max limits,x1,39,3.538084003167131,-2.0298172194230415
limits,dx2min/dx2max limits,x1,40,3.6291246620627904,-1.9989823241040099
limits,dx2min/dx2max limits,x1,41,3.7269566737948594,-1.9579134807601508
limits,dx2min/dx2max limits,x1,42,3.8341140903888893,-1.9055769594305902
limits,dx2min/dx2max limits,x1,43,3.9538899924422926,-1.8397323531996694
limits,dx2min/dx2max limits,x1,44,4.0,-1.8125713203020721
limits,dx2min/dx2max limits,x1,45,4.159155917927658,-1.7117105424392018
limits,dx2min/dx2max limits,x1,46,4.336346300336511,-1.586670992540353
limits,dx2min/dx2max limits,x1,47,4.580230299733916,-1.3904612793704993
limits,dx2min/dx2max limits,x1,48,4.872559431089501,-1.1081845600332032
limits,dx2min/dx2max limits,x1,49,5.0,-0.9636100452071917
limits,dx2min/dx2max limits,x1,50,5.2146714931305365,-0.6794877947708665
limits,dx2min/dx2max limits,x1,51,5.409291561851942,-0.3637319622208557
limits,dx2min/dx2max limits,x1,52,5.574817337913085,-0.03886931175693886
limits,dx2min/dx2max limits,x1,53,5.724900013307601,0.3061301156281282
limits,dx2min/dx2max limits,x1,54,5.855772678178004,0.6414369538957037
limits,dx2min/dx2max limits,x1,55,5.978093076194451,0.9684357363191839
limits,dx2min/dx2max limits,x1,56,6.0,1.0265428120268911
limits,dx2min/dx2max limits,x1,57,6.08860524003325,1.253984856947051
limits,dx2min/dx2max limits,x1,58,6.129456565643377,1.3525050976255117
limits,dx2min/dx2max limits,x1,59,6.129456565643434,1.3525050976256452
limits,dx2min/dx2max limits,x1,60,6.215436885367985,1.5422273161006164
limits,dx2min/dx2max limits,x1,61,6.581535753336208,2.0769683836697084
limits,dx2min/dx2max limits,x1,62,6.749598183141959,2.1743236654639464
limits,dx2min/dx2max limits,x1,63,6.749598183142016,2.1743236654639633
limits,dx2min/dx2max limits,x1,64,6.816723209476106,2.187720414562651
limits,dx2min/dx2max limits,x1,65,6.883848235810197,2.1894145978414072
limits,dx2min/dx2max limits,x1,66,6.957185756732514,2.1809526460692474
limits,dx2min/dx2max limits,x1,67,7.0,2.1720733422156284
limits,dx2min/dx2max limits,x1,68,7.080188982954291,2.1493246951178158
limits,dx2min/dx2max limits,x1,69,7.162947660330532,2.119284795643306
limits,dx2min/dx2max limits,x1,70,7.2526578771809795,2.0810202615596496
limits,dx2min/dx2max limits,x1,71,7.3510663306070185,2.033776900947756
limits,dx2min/dx2max limits,x1,72,7.460789561796933,1.9759167503657507
limits,dx2min/dx2max limits,x1,73,7.585559414324345,1.904536967507108
limits,dx2min/dx2max limits,x1,74,7.7314470799312565,1.8142524867544967
limits,dx2min/dx2max limits,x1,75,7.910659041228799,1.6933398567478755
limits,dx2min/dx2max limits,x1,76,8.0,1.6286610116288949
limits,dx2min/dx2max limits,x1,77,8.28027512659703,1.4033051694589556
limits,dx2min/dx2max limits,x1,78,8.537013140482202,1.1582913627159406
limits,dx2min/dx2max limits,x1,79,8.770602887193535,0.889363631019668
limits,dx2min/dx2max limits,x1,80,8.951646390046267,0.6383831967009005
limits,dx2min/dx2max limits,x1,81,9.0,0.5633798529405472
limits,dx2min/dx2max limits,x1,82,9.173342560445388,0.26092331535471525
limits,dx2min/dx2max limits,x1,83,9.334016920011177,-0.07349786852568319
limits,dx2min/dx2max limits,x1,84,9.475883899827585,-0.41432339171752386
limits,dx2min/dx2max limits,x1,85,9.609523313650762,-0.7653517926248592
limits,dx2min/dx2max limits,x1,86,9.723414211155747,-1.0697621478600974
limits,dx2min/dx2max limits,x1,87,9.816741145373733,-1.3062361264585924
limits,dx2min/dx2max limits,x1,88,9.889440131598247,-1.4730422213622976
limits,dx2min/dx2max limits,x1,89,9.889440131598361,-1.4730422213625431
limits,dx2min/dx2max limits,x1,90,9.976059303585206,-1.6451393845410325
limits,dx2min/dx2max limits,x1,91,10.0,-1.6874116056113073
limits,dx2min/dx2max limits,x1,92,10.11970348207397,-1.864383294273162
limits,dx2min/dx2max limits,x1,93,10.263065635890767,-2.0009050582241654
limits,dx2min/dx2max limits,x1,94,10.26306563589088,-2.0009050582242414
