scenario,scenario_label,signal,index,time,data
limits_input,limits and external input u,x1,160,16.959268810926385,2.0967224269974527
limits_input,limits and external input u,x1,161,17.0,2.0785670828280938
limits_input,limits and external input u,x1,162,17.113462786830603,2.0233584399984634
limits_input,limits and external input u,x1,163,17.23292973275791,1.959123687050896
limits_input,limits and external input u,x1,164,17.371713105882886,1.8778888492871553
limits_input,limits and external input u,x1,165,17.537188424936335,1.7724388932063648
limits_input,limits and external input u,x1,166,17.749259292972937,1.6231488507737228
limits_input,limits and external input u,x1,167,18.0,1.422488386240425
limits_input,limits and external input u,x1,168,18.273413279391395,1.163956587560787
limits_input,limits and external input u,x1,169,18.523978505264036,0.8746106097957823
limits_input,limits and external input u,x1,170,18.760575510009726,0.5332763187351397
limits_input,limits and external input u,x1,171,18.953495884669877,0.18616017038045174
limits_input,limits and external input u,x1,172,19.0,0.09128317400195525
limits_input,limits and external input u,x1,173,19.153464366360684,-0.25497927955810584
limits_input,limits and external input u,x1,174,19.29550884363628,-0.6163309936020314
limits_input,limits and external input u,x1,175,19.403429776383604,-0.9053313303720997
limits_input,limits and external input u,x1,176,19.511350709130927,-1.1890434994661294
limits_input,limits and external input u,x1,177,19.60569813396048,-1.4165422227638804
limits_input,limits and external input u,x1,178,19.63126391466571,-1.4730410527850741
limits_input,limits and external input u,x1,179,19.631263914665936,-1.4730410527855653
limits_input,limits and external input u,x1,180,19.725037789485253,-1.6580122019909953
limits_input,limits and external input u,x1,181,20.0,-1.9976045794481339
limits_input,limits and external input u,x2,0,0.0,0.0
limits_input,limits and external input u,x2,1,2.523829377920773e-05,-5.047467668686642e-05
limits_input,limits and external input u,x2,2,0.00015142976267524638,-0.0003027907416913704
limits_input,limits and external input u,x2,3,0.0007823871071554395,-0.0015629391027730927
limits_input,limits and external input u,x2,4,0.003937173829556406,-0.007828006452428492
limits_input,limits and external input u,x2,5,0.019711107441561234,-0.03827707914663259
limits_input,limits and external input u,x2,6,0.06001804348673466,-0.10980630863429942
limits_input,limits and external input u,x2,7,0.10963249543673825,-0.18669970270959085
limits_input,limits and external input u,x2,8,0.1655931262992249,-0.2608048614504298
limits_input,limits and external input u,x2,9,0.22709525245242995,-0.3295354710152879
limits_input,limits and external input u,x2,10,0.2941936368246529,-0.3924465921181134
limits_input,limits and external input u,x2,11,0.36744812812928723,-0.4501125669941781
limits_input,limits and external input u,x2,12,0.44785576964467433,-0.5037139418141272
limits_input,limits and external input u,x2,13,0.5369347215232937,-0.5549355426465271
limits_input,limits and external input u,x2,14,0.6369802534446132,-0.6060995582017004
limits_input,limits and external input u,x2,15,0.7516723589200315,-0.6606604431087753
limits_input,limits and external input u,x2,16,0.887736819284571,-0.7246775499366382
limits_input,limits and external input u,x2,17,1.0,-0.7802180730665799
limits_input,limits and external input u,x2,18,1.0002355628406856,-0.780673237808604
limits_input,limits and external input u,x2,19,1.0004711256813712,-0.7811620482702192
limits_input,limits and external input u,x2,20,1.0016489398847988,-0.7836082407171302
limits_input,limits and external input u,x2,21,1.007538010901936,-0.795893395996431
limits_input,limits and external input u,x2,22,1.0369833659876224,-0.8587635213573401
limits_input,limits and external input u,x2,23,1.17801301371698,-1.2053445274506063
limits_input,limits and external input u,x2,24,1.2468080499530727,-1.4145041094568327
limits_input,limits and external input u,x2,25,1.246808049953087,-1.4145041094568795
limits_input,limits and external input u,x2,26,1.3486513601060004,-1.7505870329614943
limits_input,limits and external input u,x2,27,1.857867910870568,-3.431001650484568
limits_input,limits and external input u,x2,28,2.0,-3.9000375446116937
limits_input,limits and external input u,x2,29,2.0011104069463235,-3.901264566603846
limits_input,limits and external input u,x2,30,2.002220813892647,-3.902215820205102
limits_input,limits and external input u,x2,31,2.007772848624265,-3.906470513715299
limits_input,limits and external input u,x2,32,2.0355330222823573,-3.914457947618502
limits_input,limits and external input u,x2,33,2.1091382775021086,-3.8127910176871453
limits_input,limits and external input u,x2,34,2.1441480532353427,-3.6954395015736656
limits_input,limits and external input u,x2,35,2.144148053235371,-3.695439501573552
limits_input,limits and external input u,x2,36,2.214684931360004,-3.4132919890750215
limits_input,limits and external input u,x2,37,2.5673693219831666,-2.0025544265823703
limits_input,limits and external input u,x2,38,3.0,-0.2720317145150368
limits_input,limits and external input u,x2,39,3.0377993954167115,-0.12083413284819078
limits_input,limits and external input u,x2,40,3.03779939541674,-0.12083413284807709
limits_input,limits and external input u,x2,41,3.0618544105313212,-0.03339066551390306
limits_input,limits and external input u,x2,42,3.0859094256459025,0.03855122096887795
limits_input,limits and external input u,x2,43,3.12611215268169,0.13139649993194424
limits_input,limits and external input u,x2,44,3.1674066235684304,0.19992872938203807
limits_input,limits and external input u,x2,45,3.2114693559342173,0.251870869851021
limits_input,limits and external input u,x2,46,3.25868742259025,0.29077021212505877
limits_input,limits and external input u,x2,47,3.309645274228541,0.31969678593370787
limits_input,limits and external input u,x2,48,3.365029602808993,0.341148898767953
limits_input,limits and external input u,x2,49,3.425684889554003,0.3571650698619133
limits_input,limits and external input u,x2,50,3.4926743952259325,0.3694038476483982
limits_input,limits and external input u,x2,51,3.5673751825145157,0.3792165337891721
limits_input,limits and external input u,x2,52,3.6516343101069544,0.3877189353284912
limits_input,limits and external input u,x2,53,3.7480564895959096,0.3958727614892432
limits_input,limits and external input u,x2,54,3.8606364003841085,0.4046015321837295
limits_input,limits and external input u,x2,55,4.0,0.4152968823086594
limits_input,limits and external input u,x2,56,4.180075923964138,0.42985463906494353
limits_input,limits and external input u,x2,57,4.400859037477528,0.44963836850022015
limits_input,limits and external input u,x2,58,4.5878859668472876,0.4685650587866312
limits_input,limits and external input u,x2,59,4.775968262603996,0.49008789167121597
limits_input,limits and external input u,x2,60,4.967432830250151,0.5151473428757024
limits_input,limits and external input u,x2,61,5.0,0.5197782677135362
limits_input,limits and external input u,x2,62,5.001942954110632,0.5178670881084002
limits_input,limits and external input u,x2,63,5.003885908221264,0.5157640747002854
limits_input,limits and external input u,x2,64,5.013600678774422,0.5056711003490507
limits_input,limits and external input u,x2,65,5.062174531540212,0.4643667161449504
limits_input,limits and external input u,x2,66,5.1216239028276425,0.4296453852903413
limits_input,limits and external input u,x2,67,5.185854990033088,0.40528553714488813
limits_input,limits and external input u,x2,68,5.256422718486642,0.38867522539726534
limits_input,limits and external input u,x2,69,5.33426837204802,0.3780675666152817
limits_input,limits and external input u,x2,70,5.420724485861932,0.3720094515555755
limits_input,limits and external input u,x2,71,5.517514771975944,0.36935865926743483
limits_input,limits and external input u,x2,72,5.626933461569518,0.369252867512653
limits_input,limits and external input u,x2,73,5.752106534814646,0.3710820856605105
limits_input,limits and external input u,x2,74,5.897444874471579,0.37446427035767466
limits_input,limits and external input u,x2,75,6.0,0.3772459362366391
limits_input,limits and external input u,x2,76,6.212876288690307,0.3834519738877333
limits_input,limits and external input u,x2,77,6.456658949102314,0.39073817060125376
limits_input,limits and external input u,x2,78,6.768407266553254,0.3997683783513372
limits_input,limits and external input u,x2,79,7.0,0.40596335697108565
limits_input,limits and external input u,x2,80,7.003160537559698,0.4088380237854588
limits_input,limits and external input u,x2,81,7.006321075119397,0.41198279579247943
limits_input,limits and external input u,x2,82,7.022123762917889,0.427552215866151
limits_input,limits and external input u,x2,83,7.101137201910353,0.5019785694738026
limits_input,limits and external input u,x2,84,7.322508919523132,0.6920959333371576
limits_input,limits and external input u,x2,85,7.5600791223027235,0.8963922690061845
limits_input,limits and external input u,x2,86,7.903999940934683,1.2710200664919529
limits_input,limits and external input u,x2,87,8.0,1.4063833935719323
limits_input,limits and external input u,x2,88,8.216120969855814,1.7764297835669853
limits_input,limits and external input u,x2,89,8.405173429726204,2.156549116720467
limits_input,limits and external input u,x2,90,8.561056894724368,2.4361475799061005
limits_input,limits and external input u,x2,91,8.71124580879445,2.545287804297026
limits_input,limits and external input u,x2,92,8.809887495203688,2.4611973568490524
limits_input,limits and external input u,x2,93,8.908529181612925,2.2304662956470316
limits_input,limits and external input u,x2,94,8.928919673522689,2.1657686291955884
limits_input,limits and external input u,x2,95,8.928919673522802,2.165768629195213
limits_input,limits and external input u,x2,96,9.0,1.9312035518204613
limits_input,limits and external input u,x2,97,9.355401632385988,0.7583781649467021
limits_input,limits and external input u,x2,98,9.470155386812511,0.379690775339175
limits_input,limits and external input u,x2,99,9.470155386812625,0.3796907753387998
limits_input,limits and external input u,x2,100,9.528005773740636,0.20465177135094373
limits_input,limits and external input u,x2,101,9.585856160668648,0.05901667031676741
limits_input,limits and external input u,x2,102,9.67542179484215,-0.1177838369434176
limits_input,limits and external input u,x2,103,9.764342920344685,-0.24773970177472468
limits_input,limits and external input u,x2,104,9.857174026729655,-0.34864550940462036
limits_input,limits and external input u,x2,105,9.956555110182164,-0.4297055641928422
limits_input,limits and external input u,x2,106,10.0,-0.45893963932076487
limits_input,limits and external input u,x2,107,10.12085226684747,-0.5270133904769521
limits_input,limits and external input u,x2,108,10.248750535885478,-0.5859658736074618
limits_input,limits and external input u,x2,109,10.398315747018763,-0.6476198078797278
limits_input,limits and external input u,x2,110,10.579651808225602,-0.7221712151295218
limits_input,limits and external input u,x2,111,10.8241180669186,-0.8380280379766037
limits_input,limits and external input u,x2,112,11.0,-0.9428778770980201
limits_input,limits and external input u,x2,113,11.260720733173581,-1.1538454638839764
limits_input,limits and external input u,x2,114,11.505003063324738,-1.4451840555611146
limits_input,limits and external input u,x2,115,11.719930323486698,-1.807329294563292
limits_input,limits and external input u,x2,116,11.89879500137128,-2.1810133405638252
limits_input,limits and external input u,x2,117,12.0,-2.3967220807295564
limits_input,limits and external input u,x2,118,12.141192875498326,-2.63095475919904
limits_input,limits and external input u,x2,119,12.251376257947104,-2.6817098502792063
limits_input,limits and external input u,x2,120,12.361559640395882,-2.54860609211929
limits_input,limits and external input u,x2,121,12.456513472986211,-2.2723546839531563
limits_input,limits and external input u,x2,122,12.487927665548565,-2.152548191575276
limits_input,limits and external input u,x2,123,12.487927665548678,-2.1525481915748212
limits_input,limits and external input u,x2,124,12.581474002485864,-1.7783628438260775
limits_input,limits and external input u,x2,125,12.858575773633515,-0.6699557592354752
limits_input,limits and external input u,x2,126,12.858575773633628,-0.6699557592350205
limits_input,limits and external input u,x2,127,12.965268834180256,-0.2972510871795591
limits_input,limits and external input u,x2,128,13.0,-0.1984159941173255
limits_input,limits and external input u,x2,129,13.094866439313902,0.022566664855960483
limits_input,limits and external input u,x2,130,13.185914946878535,0.17926056653869343
limits_input,limits and external input u,x2,131,13.278571509778551,0.2976621293979211
limits_input,limits and external input u,x2,132,13.376388857217686,0.3910683795315943
limits_input,limits and external input u,x2,133,13.482165199396544,0.4677241590184361
limits_input,limits and external input u,x2,134,13.599054671850888,0.5341404820568775
limits_input,limits and external input u,x2,135,13.731294883399444,0.5965017690561263
limits_input,limits and external input u,x2,136,13.885523475426213,0.6622572200534069
limits_input,limits and external input u,x2,137,14.0,0.7109321542949213
limits_input,limits and external input u,x2,138,14.250628363315245,0.8302052817181877
limits_input,limits and external input u,x2,139,14.51312569794316,0.9951536746285976
limits_input,limits and external input u,x2,140,14.775623032571074,1.2341653537116979
limits_input,limits and external input u,x2,141,15.0,1.5317698981940744
limits_input,limits and external input u,x2,142,15.202006056684638,1.8962607922304207
limits_input,limits and external input u,x2,143,15.3767445797641,2.2692921339850645
limits_input,limits and external input u,x2,144,15.527913742393155,2.561864419626065
limits_input,limits and external input u,x2,145,15.672230394671605,2.68298767120187
limits_input,limits and external input u,x2,146,15.76823685148659,2.603804695381228
limits_input,limits and external input u,x2,147,15.864243308301575,2.370209678918133
limits_input,limits and external input u,x2,148,15.870818294584945,2.3488284279566294
limits_input,limits and external input u,x2,149,15.870818294585058,2.3488284279562546
limits_input,limits and external input u,x2,150,15.963365843438453,2.0434215167400507
limits_input,limits and external input u,x2,151,16.0,1.9225288000869452
limits_input,limits and external input u,x2,152,16.183170782807736,1.3180652168214175
limits_input,limits and external input u,x2,153,16.49112196224038,0.3018263246936874
limits_input,limits and external input u,x2,154,16.49112196224061,0.3018263246929369
limits_input,limits and external input u,x2,155,16.555582377368573,0.11195311303290756
limits_input,limits and external input u,x2,156,16.620042792496537,-0.03753872158709254
limits_input,limits and external input u,x2,157,16.6992507378476,-0.17750559651501818
limits_input,limits and external input u,x2,158,16.78044637906593,-0.2835343198728213
limits_input,limits and external input u,x2,159,16.866486962261718,-0.36666559919054353
limits_input,limits and external input u,x2,160,16.959268810926385,-0.4334821428216045
limits_input,limits and external input u,x2,161,17.0,-0.4575468458119246
limits_input,limits and external input u,x2,162,17.113462786830603,-0.5132768390667489
limits_input,limits and external input u,x2,163,17.23292973275791,-0.5607399378820813
limits_input,limits and external input u,x2,164,17.371713105882886,-0.609266309349447
limits_input,limits and external input u,x2,165,17.537188424936335,-0.6654888585207908
limits_input,limits and external input u,x2,166,17.749259292972937,-0.7445206458395275
limits_input,limits and external input u,x2,167,18.0,-0.861625446667949
limits_input,limits and external input u,x2,168,18.273413279391395,-1.0410405790710051
limits_input,limits and external input u,x2,169,18.523978505264036,-1.284421656884849
limits_input,limits and external input u,x2,170,18.760575510009726,-1.62141921753931
limits_input,limits and external input u,x2,171,18.953495884669877,-1.9906787335924603
limits_input,limits and external input u,x2,172,19.0,-2.090127830196581
limits_input,limits and external input u,x2,173,19.153464366360684,-2.4186984534684197
limits_input,limits and external input u,x2,174,19.29550884363628,-2.6460392016483234
limits_input,limits and external input u,x2,175,19.403429776383604,-2.6836645318587427
limits_input,limits and external input u,x2,176,19.511350709130927,-2.5412038865198796
limits_input,limits and external input u,x2,177,19.60569813396048,-2.2584693771431894
limits_input,limits and external input u,x2,178,19.63126391466571,-2.1600710090423676
limits_input,limits and external input u,x2,179,19.631263914665936,-2.160071009041458
limits_input,limits and external input u,x2,180,19.725037789485253,-1.7849755097641937
limits_input,limits and external input u,x2,181,20.0,-0.6851266677052044
limits_input,limits and external input u,u,0,0.0,0.0
limits_input,limits and external input u,u,1,1.0,2.0
limits_input,limits and external input u,u,2,2.0,0.0
limits_input,limits and external input u,u,3,3.0,0.0
limits_input,limits and external input u,u,4,4.0,0.0
limits_input,limits and external input u,u,5,5.0,-2.4000000000000004
limits_input,limits and external input u,u,6,6.0,-2.4000000000000004
limits_input,limits and external input u,u,7,7.0,0.0
limits_input,limits and external input u,u,8,8.0,0.0
limits_input,limits and external input u,u,9,9.0,0.0
limits_input,limits and external input u,u,10,10.0,0.0
limits_input,limits and external input u,u,11,11.0,0.0
limits_input,limits and external input u,u,12,12.0,0.0
limits_input,limits and external input u,u,13,13.0,0.0
limits_input,limits and external input u,u,14,14.0,0.0
limits_input,limits and external input u,u,15,15.0,0.0
limits_input,limits and external input u,u,16,16.0,0.0
limits_input,limits and external input u,u,17,17.0,0.0
limits_input,limits and external input u,u,18,18.0,0.0
limits_input,limits and external input u,u,19,19.0,0.0
limits_input,limits and external input u,u,20,20.0,0.0
